lago,fecha,pixeles_validos,probabilidad_media,probabilidad_mediana,categoria_baja_pct,categoria_media_pct,categoria_alta_pct,esquema_modelo,filas_entrenamiento,corte_baja_media,corte_media_alta,archivo_raster_local
atitlan,2026-07-22,301570,0.0025570215657353,8.693724339536857e-06,99.77152899824252,0.0693039758596677,0.1591670258978015,OBSOLETO_reajuste_muestra_completa,220000,0.3333333333333333,0.6666666666666666,data/processed/prediction_maps/atitlan_2026-07-22_probabilidad.tif
amatitlan,2026-06-19,34483,0.6234503984451294,0.8530062437057495,31.725777919554567,8.697039120726155,59.57718295971928,OBSOLETO_reajuste_muestra_completa,220000,0.3333333333333333,0.6666666666666666,data/processed/prediction_maps/amatitlan_2026-06-19_probabilidad.tif
